UsualHoursWorked,EducationYrs, YearlyEarnings ,Race,Sex,,,"Note: data is a sample of 6050 full-time workers in five North-Central States, March 1999"
0,13,30000,Black,Male,,,
40,13,30000,White,Male,,,
40,13,30000,White,Male,,,
40,13,30000,White,Male,,,
50,13,30000,White,Male,,,
60,13,30000,White,Male,,,
45,13,30000,White,Male,,,
60,13,30000,White,Male,,,
48,13,30000,White,Male,,,
40,13,30000,White,Male,,,
40,13,30000,White,Male,,,
36,13,30000,White,Male,,,
40,13,30493,White,Female,,,
40,13,30500,White,Male,,,
40,13,30740,White,Male,,,
40,13,30748,White,Male,,,
50,13,30748,White,Male,,,
40,13,30900,White,Male,,,
42,13,31000,White,Female,,,
40,13,31000,White,Male,,,
40,13,31000,Black,Female,,,
45,13,31000,White,Male,,,
47,13,31000,White,Female,,,
38,13,31000,White,Male,,,
45,13,31000,White,Male,,,
40,13,31000,White,Male,,,
40,13,31000,Black,Female,,,
40,13,31000,White,Female,,,
37,13,31000,White,Female,,,
40,13,31000,White,Male,,,
40,13,31000,White,Female,,,
40,13,31000,White,Female,,,
40,13,31000,White,Female,,,
45,13,31000,White,Male,,,
40,13,31004,White,Female,,,
50,13,31009,White,Female,,,
40,13,31014,White,Male,,,
45,13,31200,White,Male,,,
40,13,31200,Black,Female,,,
40,13,31200,Black,Female,,,
70,13,31360,Black,Female,,,
70,13,31500,White,Male,,,
52,13,31620,White,Female,,,
45,13,32000,White,Male,,,
40,13,32000,White,Female,,,
40,13,32000,White,Female,,,
40,13,32000,White,Male,,,
40,13,32000,White,Male,,,
38,13,32000,White,Male,,,
45,13,32000,White,Female,,,
55,13,32000,White,Female,,,
40,13,32000,White,Male,,,
40,13,32000,Black,Female,,,
40,13,32000,White,Male,,,
40,13,32000,White,Male,,,
36,13,32000,Black,Female,,,
40,13,32000,White,Male,,,
40,13,32000,White,Male,,,
40,13,32000,White,Male,,,
40,13,32000,White,Female,,,
39,13,32000,White,Male,,,
0,13,32000,Black,Female,,,
48,13,32000,Black,Male,,,
40,13,32000,Black,Female,,,
40,13,32000,Black,Male,,,
50,13,32000,White,Male,,,
40,13,32214,White,Male,,,
40,13,32286,White,Male,,,
40,13,32500,White,Female,,,
45,13,32764,White,Male,,,
40,13,32882,White,Female,,,
40,13,32895,Black,Female,,,
38,13,33000,White,Female,,,
47,13,33000,White,Female,,,
40,13,33000,White,Male,,,
40,13,33000,White,Female,,,
40,13,33000,White,Female,,,
40,13,33000,White,Female,,,
40,13,33000,White,Female,,,
45,13,33000,White,Female,,,
40,13,33000,AsianPI,Female,,,
60,13,33000,White,Male,,,
45,13,33000,White,Female,,,
40,13,33000,White,Male,,,
40,13,33000,Black,Female,,,
48,13,33000,White,Female,,,
40,13,33000,White,Male,,,
45,13,33000,White,Female,,,
40,13,33000,White,Female,,,
42,13,33075,White,Male,,,
40,13,33500,Black,Female,,,
40,13,33600,White,Male,,,
40,13,33900,White,Female,,,
40,13,34000,White,Male,,,
40,13,34000,White,Male,,,
55,13,34000,White,Female,,,
50,13,34000,White,Female,,,
0,13,34000,White,Male,,,
60,13,34000,White,Male,,,
73,13,34000,White,Male,,,
58,13,34000,White,Male,,,
40,13,34000,Black,Female,,,
46,13,34000,White,Male,,,
48,13,34000,White,Male,,,
40,13,34000,White,Female,,,
40,13,34000,White,Male,,,
50,13,34500,White,Male,,,
70,13,34500,Black,Female,,,
90,13,34700,White,Male,,,
40,13,34896,Black,Male,,,
50,13,34971,White,Male,,,
0,13,35000,White,Male,,,
40,13,35000,White,Female,,,
40,13,35000,White,Male,,,
40,13,35000,White,Male,,,
50,13,35000,White,Male,,,
40,13,35000,White,Male,,,
40,13,35000,White,Male,,,
40,13,35000,Black,Male,,,
40,13,35000,White,Male,,,
40,13,35000,White,Male,,,
38,13,35000,White,Male,,,
0,13,35000,White,Male,,,
45,13,35000,White,Female,,,
0,13,35000,White,Male,,,
40,13,35000,White,Male,,,
40,13,35000,White,Male,,,
40,13,35000,White,Male,,,
40,13,35000,Black,Male,,,
50,13,35000,White,Male,,,
40,13,35000,Black,Female,,,
40,13,35000,Black,Female,,,
40,13,35000,White,Male,,,
40,13,35000,White,Male,,,
40,13,35000,Black,Female,,,
43,13,35000,White,Female,,,
44,13,35000,White,Female,,,
40,13,35000,Black,Male,,,
0,13,35000,Black,Male,,,
50,13,35000,White,Male,,,
60,13,35000,White,Male,,,
40,13,35000,White,Male,,,
0,13,35000,White,Male,,,
47,13,35000,White,Female,,,
44,13,35017,White,Female,,,
41,13,35148,White,Male,,,
40,13,35400,White,Female,,,
0,13,35400,White,Male,,,
40,13,35442,White,Female,,,
40,13,35700,White,Male,,,
38,13,35961,White,Female,,,
38,13,35999,White,Female,,,
40,13,36000,Black,Female,,,
60,13,36000,White,Male,,,
40,13,36000,White,Female,,,
45,13,36000,White,Male,,,
40,13,36000,White,Female,,,
40,13,36000,White,Female,,,
40,13,36000,White,Male,,,
55,13,36000,White,Male,,,
40,13,36000,Black,Male,,,
40,13,36000,White,Male,,,
40,13,36000,Black,Male,,,
54,13,36000,White,Male,,,
38,13,36400,White,Female,,,
40,13,36400,Black,Female,,,
40,13,36400,Black,Female,,,
40,13,36400,Black,Female,,,
48,13,36400,White,Male,,,
46,13,36440,White,Female,,,
44,13,36500,Black,Male,,,
58,13,36500,White,Female,,,
45,13,36500,White,Male,,,
40,13,37000,Black,Female,,,
40,13,37000,White,Male,,,
40,13,37000,White,Male,,,
45,13,37000,White,Male,,,
40,13,37000,White,Female,,,
40,13,37000,White,Female,,,
40,13,37000,White,Male,,,
60,13,37000,White,Male,,,
55,13,37000,Black,Male,,,
72,13,37000,White,Male,,,
40,13,37440,White,Male,,,
40,13,37500,White,Male,,,
40,13,37990,White,Female,,,
50,13,38000,White,Male,,,
40,13,38000,White,Female,,,
40,13,38000,White,Male,,,
49,13,38000,White,Female,,,
40,13,38000,White,Male,,,
40,13,38000,White,Female,,,
40,13,38000,White,Male,,,
40,13,38000,White,Male,,,
40,13,38000,White,Male,,,
60,13,38000,Black,Male,,,
38,13,38000,White,Male,,,
55,13,38000,White,Female,,,
40,13,38000,Black,Female,,,
40,13,38000,White,Male,,,
0,13,38072,White,Male,,,
50,13,38500,White,Female,,,
55,13,38800,White,Male,,,
40,13,38900,White,Male,,,
45,13,38990,White,Male,,,
40,13,39000,White,Male,,,
40,13,39000,White,Male,,,
40,13,39000,White,Male,,,
55,13,39000,White,Male,,,
40,13,39000,White,Male,,,
40,13,39000,White,Male,,,
40,13,39000,White,Male,,,
40,13,39000,White,Male,,,
40,13,39400,White,Female,,,
40,13,39400,White,Female,,,
40,13,39500,White,Female,,,
36,13,39500,White,Female,,,
50,13,40000,White,Female,,,
0,13,40000,Black,Female,,,
42,13,40000,White,Male,,,
40,13,40000,White,Male,,,
40,13,40000,White,Female,,,
36,13,40000,White,Female,,,
40,13,40000,White,Male,,,
40,13,40000,White,Male,,,
45,13,40000,White,Male,,,
40,13,40000,Black,Male,,,
35,13,40000,White,Male,,,
40,13,40000,White,Male,,,
0,13,40000,White,Male,,,
50,13,40000,White,Male,,,
40,13,40000,White,Male,,,
35,13,40000,White,Female,,,
40,13,40000,White,Male,,,
40,13,40000,White,Female,,,
50,13,40000,White,Male,,,
45,13,40000,White,Male,,,
50,13,40000,White,Male,,,
65,13,40000,White,Male,,,
40,13,40000,White,Male,,,
40,13,40000,White,Female,,,
40,13,40000,White,Male,,,
40,13,40000,AsianPI,Female,,,
43,13,40000,White,Male,,,
45,13,40000,White,Male,,,
50,13,40000,White,Female,,,
40,13,40000,White,Male,,,
60,13,40000,White,Male,,,
40,13,40000,Black,Female,,,
43,13,40000,White,Female,,,
60,13,40000,White,Male,,,
40,13,40000,Black,Male,,,
37,13,40000,White,Female,,,
60,13,40000,White,Male,,,
40,13,40000,White,Female,,,
0,13,40000,White,Male,,,
45,13,40000,White,Male,,,
40,13,40000,White,Female,,,
40,13,40000,White,Male,,,
50,13,40000,Black,Female,,,
40,13,40000,Black,Female,,,
40,13,40000,White,Male,,,
40,13,40000,White,Male,,,
75,13,40000,White,Male,,,
40,13,40000,White,Male,,,
40,13,40000,Black,Female,,,
50,13,40000,White,Female,,,
40,13,40000,White,Male,,,
40,13,40000,White,Male,,,
40,13,40000,White,Male,,,
55,13,40000,White,Male,,,
48,13,40000,White,Male,,,
45,13,40000,White,Male,,,
45,13,40000,White,Female,,,
40,13,40000,White,Male,,,
45,13,40000,White,Male,,,
40,13,40560,White,Male,,,
45,13,41000,White,Male,,,
0,13,41000,White,Male,,,
40,13,41000,White,Male,,,
40,13,41000,Black,Male,,,
40,13,41000,White,Female,,,
40,13,41000,White,Male,,,
60,13,41000,White,Male,,,
55,13,41000,White,Female,,,
0,13,41000,White,Male,,,
40,13,41066,White,Male,,,
45,13,41100,White,Male,,,
40,13,41200,White,Female,,,
40,13,41291,White,Female,,,
40,13,41344,White,Male,,,
40,13,41374,White,Male,,,
40,13,41500,White,Male,,,
50,13,41500,White,Male,,,
0,13,41600,White,Male,,,
50,13,41600,White,Male,,,
40,13,41600,White,Female,,,
56,13,41800,White,Female,,,
40,13,42000,White,Female,,,
50,13,42000,White,Male,,,
40,13,42000,White,Male,,,
40,13,42000,Black,Male,,,
40,13,42000,White,Female,,,
40,13,42000,White,Female,,,
44,13,42000,White,Male,,,
0,13,42000,White,Male,,,
40,13,42000,White,Male,,,
0,13,42000,White,Male,,,
60,13,42000,White,Male,,,
40,13,42000,White,Male,,,
45,13,42000,White,Male,,,
40,13,42000,White,Female,,,
55,13,42000,White,Male,,,
40,13,42000,White,Male,,,
40,13,42000,Black,Female,,,
40,13,42000,Black,Female,,,
40,13,42000,White,Male,,,
0,13,42000,White,Male,,,
40,13,42000,White,Male,,,
40,13,42000,White,Male,,,
45,13,42200,White,Male,,,
40,13,42500,White,Male,,,
40,13,42500,Black,Female,,,
60,13,43000,White,Male,,,
50,13,43000,White,Male,,,
40,13,43000,White,Female,,,
55,13,43000,White,Male,,,
51,13,43000,White,Male,,,
55,13,43000,White,Female,,,
45,13,43000,White,Male,,,
50,13,43000,White,Male,,,
40,13,43275,White,Male,,,
48,13,43500,White,Male,,,
45,13,43600,White,Male,,,
40,13,43808,White,Female,,,
40,13,44000,White,Male,,,
50,13,44000,White,Male,,,
42,13,44000,White,Female,,,
40,13,44000,White,Female,,,
60,13,44000,White,Female,,,
40,13,44000,White,Male,,,
55,13,44400,White,Male,,,
0,13,44800,White,Male,,,
40,13,44900,White,Male,,,
40,13,45000,White,Male,,,
40,13,45000,White,Male,,,
40,13,45000,White,Male,,,
40,13,45000,White,Male,,,
40,13,45000,White,Male,,,
60,13,45000,White,Female,,,
40,13,45000,White,Male,,,
40,13,45000,White,Female,,,
45,13,45000,White,Male,,,
40,13,45000,White,Male,,,
0,13,45000,White,Female,,,
60,13,45000,White,Male,,,
40,13,45000,White,Male,,,
50,13,45000,White,Male,,,
40,13,45000,White,Male,,,
45,13,45000,Black,Female,,,
50,13,45000,White,Male,,,
48,13,45000,White,Female,,,
45,13,45000,White,Male,,,
40,13,45000,White,Male,,,
40,13,45000,White,Male,,,
36,13,45000,White,Female,,,
40,13,45000,White,Male,,,
65,13,45000,White,Male,,,
45,13,45000,White,Male,,,
40,13,45000,White,Male,,,
40,13,45000,White,Female,,,
40,13,45000,White,Male,,,
45,13,45000,White,Male,,,
45,13,45000,White,Female,,,
45,13,45000,White,Male,,,
40,13,45000,White,Male,,,
0,13,45240,White,Male,,,
68,13,45400,White,Male,,,
45,13,45500,White,Female,,,
0,13,45562,White,Male,,,
46,13,45760,White,Male,,,
0,13,46000,White,Female,,,
50,13,46000,White,Female,,,
48,13,46000,Black,Male,,,
40,13,46000,White,Male,,,
0,13,46000,White,Female,,,
40,13,46000,White,Male,,,
40,13,46000,White,Male,,,
50,13,46000,White,Male,,,
60,13,46500,White,Male,,,
40,13,46636,White,Male,,,
0,13,46636,White,Male,,,
40,13,46821,White,Male,,,
40,13,47000,White,Male,,,
40,13,47635,White,Female,,,
65,13,47800,White,Male,,,
40,13,48000,Black,Female,,,
0,13,48000,White,Male,,,
40,13,48000,White,Male,,,
40,13,48000,White,Male,,,
45,13,48000,White,Male,,,
50,13,48000,White,Male,,,
70,13,48000,White,Male,,,
50,13,48000,White,Male,,,
40,13,48000,White,Female,,,
56,13,48000,White,Male,,,
56,13,48000,White,Male,,,
42,13,48500,White,Male,,,
40,13,48916,White,Male,,,
50,13,48916,White,Male,,,
45,13,49000,White,Male,,,
50,13,49000,White,Male,,,
40,13,49000,White,Male,,,
40,13,49000,Black,Female,,,
50,13,49000,White,Male,,,
40,13,49000,White,Female,,,
40,13,49800,White,Male,,,
40,13,50000,White,Male,,,
45,13,50000,White,Male,,,
40,13,50000,White,Male,,,
40,13,50000,White,Male,,,
40,13,50000,White,Male,,,
45,13,50000,White,Female,,,
36,13,50000,White,Female,,,
50,13,50000,White,Male,,,
40,13,50000,AsianPI,Female,,,
40,13,50000,White,Male,,,
40,13,50000,Black,Female,,,
40,13,50000,White,Male,,,
60,13,50000,White,Male,,,
40,13,50000,White,Male,,,
40,13,50000,White,Male,,,
52,13,50000,White,Male,,,
50,13,50000,White,Male,,,
40,13,50000,White,Male,,,
0,13,50000,White,Male,,,
40,13,50000,Black,Male,,,
40,13,50000,Black,Male,,,
40,13,50000,White,Male,,,
50,13,50000,White,Female,,,
40,13,50000,White,Male,,,
40,13,50000,White,Male,,,
55,13,50000,White,Male,,,
40,13,50000,Black,Male,,,
40,13,50000,Black,Female,,,
60,13,50000,White,Male,,,
50,13,50000,White,Male,,,
40,13,50000,White,Female,,,
35,13,50000,White,Female,,,
70,13,50000,White,Male,,,
40,13,50000,White,Male,,,
0,13,50000,White,Male,,,
50,13,50000,White,Male,,,
40,13,50000,White,Male,,,
45,13,50000,White,Male,,,
45,13,50000,White,Male,,,
40,13,50000,White,Female,,,
60,13,50000,White,Male,,,
40,13,50000,White,Male,,,
56,13,50000,White,Male,,,
45,13,50000,White,Male,,,
40,13,50000,White,Male,,,
80,13,50000,White,Male,,,
60,13,50150,Black,Male,,,
60,13,51000,Black,Male,,,
40,13,51000,White,Male,,,
50,13,51000,White,Female,,,
40,13,51000,White,Male,,,
40,13,51000,Black,Female,,,
50,13,51000,White,Male,,,
50,13,51000,White,Male,,,
40,13,51500,White,Male,,,
40,13,52000,White,Female,,,
51,13,52000,IndEsk,Male,,,
40,13,52000,White,Male,,,
40,13,52000,White,Male,,,
50,13,52000,White,Male,,,
40,13,52000,White,Male,,,
40,13,52000,White,Male,,,
40,13,52000,White,Male,,,
40,13,52000,White,Male,,,
40,13,52000,White,Male,,,
45,13,52000,Black,Male,,,
40,13,52000,White,Female,,,
50,13,52000,White,Male,,,
90,13,52000,White,Female,,,
40,13,52000,White,Male,,,
40,13,52000,White,Female,,,
45,13,52200,White,Male,,,
40,13,52322,White,Female,,,
64,13,53000,White,Male,,,
45,13,53000,White,Male,,,
50,13,53000,White,Female,,,
50,13,53000,White,Male,,,
44,13,53200,White,Male,,,
54,13,53300,White,Male,,,
46,13,53560,White,Male,,,
60,13,54000,White,Male,,,
0,13,54000,White,Male,,,
50,13,55000,Black,Male,,,
48,13,55000,White,Male,,,
40,13,55000,White,Male,,,
40,13,55000,White,Male,,,
40,13,55000,White,Male,,,
40,13,55000,White,Female,,,
45,13,55000,White,Male,,,
50,13,55000,White,Male,,,
40,13,55000,White,Male,,,
40,13,55000,White,Male,,,
45,13,55000,White,Male,,,
40,13,55173,White,Male,,,
40,13,55200,White,Female,,,
47,13,55500,White,Male,,,
45,13,55992,White,Male,,,
40,13,56000,Black,Male,,,
40,13,56000,White,Male,,,
40,13,56000,White,Male,,,
52,13,56402,White,Male,,,
40,13,56426,White,Male,,,
40,13,56842,White,Male,,,
38,13,57000,White,Female,,,
40,13,57000,White,Female,,,
45,13,57000,White,Male,,,
50,13,57000,White,Male,,,
55,13,57000,White,Male,,,
40,13,57000,White,Male,,,
55,13,58000,IndEsk,Male,,,
0,13,58000,White,Male,,,
40,13,58000,White,Male,,,
50,13,58000,White,Male,,,
40,13,58000,White,Male,,,
40,13,58000,White,Male,,,
40,13,58000,White,Male,,,
40,13,58000,White,Male,,,
40,13,58500,White,Male,,,
40,13,59000,Black,Male,,,
40,13,59000,White,Male,,,
42,13,59000,White,Male,,,
50,13,59000,White,Male,,,
60,13,59000,White,Male,,,
40,13,59314,White,Male,,,
0,13,59925,White,Male,,,
40,13,59925,White,Male,,,
40,13,60000,White,Male,,,
48,13,60000,White,Male,,,
45,13,60000,White,Female,,,
40,13,60000,White,Male,,,
0,13,60000,Black,Male,,,
40,13,60000,White,Male,,,
50,13,60000,White,Male,,,
45,13,60000,White,Male,,,
60,13,60000,White,Male,,,
60,13,60000,White,Female,,,
40,13,60000,White,Male,,,
50,13,60000,White,Female,,,
40,13,60000,White,Male,,,
40,13,60000,White,Male,,,
0,13,60000,White,Male,,,
40,13,60000,White,Male,,,
40,13,60000,White,Male,,,
40,13,60000,White,Male,,,
60,13,60000,White,Male,,,
60,13,60000,White,Male,,,
85,13,60000,White,Male,,,
60,13,60000,White,Male,,,
40,13,60000,White,Male,,,
40,13,60000,White,Male,,,
40,13,60000,White,Female,,,
60,13,60000,White,Male,,,
40,13,60000,White,Male,,,
40,13,60000,White,Male,,,
50,13,60838,White,Female,,,
40,13,61000,White,Female,,,
40,13,62000,White,Male,,,
48,13,62000,White,Female,,,
40,13,62000,White,Male,,,
82,13,62000,White,Male,,,
40,13,62000,White,Male,,,
50,13,62000,White,Male,,,
40,13,62000,White,Male,,,
40,13,62089,White,Male,,,
40,13,62365,White,Male,,,
45,13,62400,White,Male,,,
55,13,63000,White,Female,,,
45,13,63000,White,Male,,,
40,13,63000,White,Female,,,
40,13,63114,White,Male,,,
45,13,64500,White,Male,,,
37,13,65000,White,Female,,,
40,13,65000,White,Male,,,
55,13,65000,White,Male,,,
50,13,65000,White,Male,,,
40,13,65000,White,Male,,,
50,13,65000,White,Male,,,
40,13,65000,White,Male,,,
40,13,65000,White,Male,,,
75,13,65000,White,Female,,,
40,13,65000,White,Male,,,
55,13,65000,White,Male,,,
58,13,65000,White,Male,,,
45,13,65000,White,Male,,,
50,13,65000,White,Male,,,
50,13,65406,White,Male,,,
40,13,65625,White,Male,,,
40,13,65625,White,Male,,,
60,13,67000,White,Male,,,
55,13,68000,White,Female,,,
40,13,68000,White,Male,,,
45,13,69000,White,Male,,,
40,13,69000,White,Male,,,
50,13,69000,White,Male,,,
50,13,70000,White,Male,,,
40,13,70000,White,Male,,,
45,13,70000,White,Male,,,
40,13,70000,White,Male,,,
40,13,70000,White,Male,,,
55,13,70000,White,Male,,,
40,13,70000,White,Male,,,
40,13,70000,White,Male,,,
50,13,70000,White,Male,,,
40,13,70000,Black,Female,,,
60,13,70000,White,Male,,,
50,13,70000,White,Male,,,
45,13,70000,White,Male,,,
50,13,70000,White,Male,,,
40,13,72000,White,Male,,,
40,13,72000,White,Male,,,
40,13,72000,White,Male,,,
55,13,73000,White,Male,,,
45,13,73000,White,Female,,,
64,13,74546,White,Male,,,
40,13,75000,White,Male,,,
120,13,75000,White,Male,,,
40,13,75000,White,Male,,,
56,13,75000,White,Male,,,
40,13,75000,White,Male,,,
58,13,75000,White,Male,,,
40,13,75000,White,Male,,,
90,13,75000,White,Male,,,
50,13,75000,White,Male,,,
40,13,75583,White,Female,,,
48,13,76000,White,Male,,,
40,13,76000,White,Male,,,
50,13,78000,White,Male,,,
40,13,78000,White,Female,,,
56,13,79000,White,Male,,,
0,13,80000,White,Male,,,
40,13,80000,White,Male,,,
40,13,80000,AsianPI,Male,,,
62,13,80000,White,Male,,,
40,13,80000,White,Male,,,
60,13,80000,White,Male,,,
40,13,80000,White,Male,,,
40,13,80000,White,Male,,,
60,13,81000,White,Male,,,
0,13,81400,White,Male,,,
82,13,83000,White,Male,,,
50,13,84000,White,Male,,,
75,13,84925,White,Male,,,
65,13,85000,White,Female,,,
40,13,85000,White,Male,,,
65,13,85000,White,Female,,,
48,13,86000,Black,Male,,,
50,13,88000,White,Male,,,
55,13,88000,White,Male,,,
0,13,89925,White,Male,,,
80,13,89925,White,Male,,,
50,13,89925,White,Male,,,
60,13,91000,White,Female,,,
65,13,95000,White,Male,,,
46,13,97000,White,Male,,,
50,13,97000,White,Female,,,
40,13,98000,White,Male,,,
40,13,99000,White,Male,,,
0,13,99925,White,Male,,,
0,13,100000,White,Male,,,
40,13,100000,Black,Female,,,
40,13,100000,White,Male,,,
78,13,100000,White,Male,,,
55,13,100000,White,Male,,,
45,13,100406,White,Male,,,
55,13,107665,White,Male,,,
62,13,107828,White,Male,,,
70,13,108600,White,Male,,,
40,13,109925,White,Male,,,
40,13,109925,White,Male,,,
48,13,110005,Black,Female,,,
40,13,120000,White,Male,,,
65,13,129000,White,Male,,,
45,13,130000,Black,Male,,,
40,13,135000,White,Male,,,
0,13,140000,White,Female,,,
60,13,150000,White,Male,,,
40,13,150000,White,Male,,,
0,13,150000,White,Male,,,
50,13,306731,White,Male,,,
50,13,306731,White,Male,,,
40,13,306731,White,Male,,,
60,13,306731,White,Male,,,
40,13,315731,White,Male,,,
48,13,390510,White,Female,,,
55,13,402204,White,Female,,,
40,12,135,White,Male,,,
60,12,300,White,Male,,,
40,12,400,Black,Male,,,
40,12,480,Black,Female,,,
50,12,500,White,Male,,,
50,12,720,Black,Female,,,
0,12,720,White,Female,,,
40,12,1000,White,Female,,,
40,12,1100,White,Female,,,
40,12,1100,White,Female,,,
50,12,1239,White,Male,,,
40,12,1300,White,Female,,,
40,12,1395,White,Female,,,
40,12,1500,Black,Male,,,
40,12,1600,White,Female,,,
40,12,1600,Black,Female,,,
40,12,2000,White,Female,,,
65,12,2000,AsianPI,Female,,,
40,12,2060,White,Female,,,
45,12,2242,White,Female,,,
40,12,2400,White,Female,,,
40,12,2500,White,Male,,,
40,12,2500,White,Male,,,
40,12,2600,White,Female,,,
40,12,2600,Black,Male,,,
55,12,2750,White,Male,,,
40,12,2900,White,Female,,,
40,12,3000,White,Male,,,
40,12,3000,White,Female,,,
40,12,3000,AsianPI,Female,,,
40,12,3000,White,Male,,,
40,12,3000,White,Female,,,
35,12,3000,White,Male,,,
39,12,3000,White,Female,,,
40,12,3000,White,Female,,,
40,12,3162,White,Female,,,
40,12,3168,White,Female,,,
74,12,3200,White,Female,,,
54,12,3337,White,Female,,,
40,12,3500,White,Female,,,
40,12,3500,White,Female,,,
40,12,3500,White,Female,,,
40,12,3600,White,Female,,,
48,12,4000,White,Male,,,
40,12,4000,Black,Female,,,
0,12,4000,Black,Female,,,
40,12,4000,White,Male,,,
35,12,4073,White,Male,,,
40,12,4200,White,Female,,,
36,12,4300,Black,Female,,,
40,12,4480,White,Male,,,
37,12,4500,White,Female,,,
40,12,4753,White,Male,,,
40,12,4900,White,Female,,,
40,12,4914,White,Female,,,
35,12,4990,White,Female,,,
40,12,5000,White,Female,,,
0,12,5000,White,Male,,,
52,12,5000,White,Female,,,
48,12,5000,White,Female,,,
35,12,5000,Black,Female,,,
40,12,5000,IndEsk,Male,,,
40,12,5120,White,Male,,,
0,12,5200,White,Male,,,
40,12,5300,Black,Male,,,
40,12,5400,White,Male,,,
38,12,5498,White,Female,,,
0,12,5500,White,Female,,,
40,12,5600,White,Male,,,
40,12,5700,White,Male,,,
40,12,5850,White,Female,,,
0,12,5945,White,Female,,,
36,12,6000,White,Male,,,
35,12,6000,White,Female,,,
55,12,6000,White,Male,,,
40,12,6000,White,Male,,,
40,12,6000,White,Male,,,
40,12,6000,White,Male,,,
40,12,6000,White,Male,,,
40,12,6000,Black,Male,,,
40,12,6000,Black,Female,,,
40,12,6000,White,Female,,,
40,12,6000,White,Male,,,
40,12,6000,White,Female,,,
55,12,6000,White,Male,,,
40,12,6000,White,Male,,,
45,12,6000,White,Male,,,
0,12,6000,White,Female,,,
40,12,6000,White,Male,,,
55,12,6200,White,Male,,,
40,12,6300,White,Female,,,
40,12,6300,White,Male,,,
40,12,6580,White,Male,,,
40,12,6600,White,Male,,,
40,12,6659,White,Female,,,
100,12,6665,White,Female,,,
50,12,7000,White,Female,,,
40,12,7000,White,Male,,,
40,12,7000,White,Female,,,
35,12,7000,Black,Female,,,
75,12,7200,White,Male,,,
40,12,7367,White,Male,,,
40,12,7480,White,Male,,,
40,12,7500,White,Male,,,
45,12,7500,White,Female,,,
36,12,7500,White,Female,,,
50,12,7500,White,Female,,,
0,12,7589,White,Male,,,
40,12,7589,White,Male,,,
40,12,7700,White,Female,,,
40,12,7700,White,Female,,,
40,12,7800,White,Female,,,
40,12,7800,Black,Male,,,
40,12,8000,White,Female,,,
40,12,8000,White,Male,,,
36,12,8000,White,Female,,,
36,12,8000,White,Male,,,
45,12,8000,White,Female,,,
35,12,8000,Black,Female,,,
40,12,8000,White,Female,,,
0,12,8000,White,Female,,,
40,12,8000,White,Male,,,
40,12,8000,White,Male,,,
40,12,8000,Black,Female,,,
40,12,8000,Black,Female,,,
40,12,8000,White,Female,,,
40,12,8000,White,Female,,,
35,12,8000,White,Female,,,
44,12,8000,White,Male,,,
40,12,8000,White,Male,,,
40,12,8000,White,Male,,,
0,12,8000,White,Male,,,
35,12,8000,White,Female,,,
45,12,8100,White,Female,,,
40,12,8160,White,Male,,,
38,12,8274,White,Male,,,
40,12,8280,White,Female,,,
50,12,8300,White,Female,,,
40,12,8400,White,Male,,,
0,12,8500,White,Female,,,
40,12,8500,White,Female,,,
0,12,8500,Black,Female,,,
40,12,8700,White,Female,,,
35,12,8736,Black,Female,,,
40,12,8818,White,Male,,,
40,12,9000,White,Female,,,
40,12,9000,White,Male,,,
75,12,9000,White,Female,,,
40,12,9000,White,Female,,,
44,12,9000,White,Male,,,
40,12,9000,White,Male,,,
40,12,9000,White,Female,,,
60,12,9045,White,Male,,,
40,12,9100,White,Female,,,
45,12,9193,Black,Female,,,
40,12,9300,White,Female,,,
40,12,9320,White,Male,,,
40,12,9359,White,Male,,,
40,12,9400,White,Male,,,
35,12,9500,White,Female,,,
40,12,9500,AsianPI,Male,,,
99,12,9500,White,Female,,,
40,12,9500,Black,Female,,,
60,12,9500,White,Female,,,
40,12,9600,White,Male,,,
42,12,9600,White,Male,,,
40,12,9600,White,Female,,,
35,12,9600,White,Female,,,
40,12,9900,White,Female,,,
38,12,10000,Black,Female,,,
50,12,10000,White,Female,,,
40,12,10000,White,Female,,,
50,12,10000,White,Male,,,
45,12,10000,White,Female,,,
0,12,10000,White,Male,,,
40,12,10000,White,Male,,,
40,12,10000,White,Female,,,
35,12,10000,White,Female,,,
40,12,10000,White,Female,,,
0,12,10000,White,Male,,,
40,12,10000,White,Male,,,
35,12,10000,White,Female,,,
40,12,10000,White,Male,,,
45,12,10000,White,Female,,,
40,12,10000,White,Male,,,
40,12,10000,White,Female,,,
40,12,10000,White,Female,,,
35,12,10000,White,Female,,,
40,12,10000,Black,Female,,,
45,12,10000,White,Female,,,
40,12,10000,White,Male,,,
40,12,10000,White,Female,,,
40,12,10000,Black,Female,,,
40,12,10000,AsianPI,Female,,,
40,12,10000,Black,Male,,,
35,12,10000,White,Female,,,
40,12,10000,White,Female,,,
40,12,10000,Black,Female,,,
35,12,10000,White,Female,,,
40,12,10000,White,Female,,,
40,12,10200,White,Male,,,
40,12,10280,White,Female,,,
40,12,10400,White,Female,,,
40,12,10400,Black,Female,,,
40,12,10400,White,Male,,,
35,12,10452,White,Female,,,
40,12,10465,White,Male,,,
55,12,10500,White,Female,,,
40,12,10600,White,Female,,,
40,12,10800,White,Female,,,
35,12,10878,Black,Female,,,
40,12,10998,White,Male,,,
40,12,11000,White,Male,,,
40,12,11000,White,Female,,,
40,12,11000,AsianPI,Male,,,
40,12,11000,White,Female,,,
0,12,11000,White,Female,,,
